     Freq.           Exact            RS              BF              PF              QWC             FC              CGF      
     1638.41833         0.00133         0.00181         0.00342         0.00245         0.00080         0.00057         0.00118
     1638.96447         0.00108         0.00196         0.00349         0.00266         0.00055         0.00047         0.00103
     1639.51061         0.00083         0.00207         0.00350         0.00281         0.00031         0.00039         0.00087
     1640.05675         0.00059         0.00215         0.00346         0.00290         0.00010         0.00033         0.00072
     1640.60289         0.00036         0.00219         0.00335         0.00293        -0.00007         0.00029         0.00058
     1641.14903         0.00016         0.00219         0.00318         0.00289        -0.00021         0.00028         0.00045
     1641.69517        -0.00001         0.00215         0.00296         0.00279        -0.00030         0.00030         0.00034
     1642.24131        -0.00014         0.00207         0.00270         0.00263        -0.00035         0.00035         0.00025
     1642.78745        -0.00023         0.00195         0.00239         0.00241        -0.00034         0.00041         0.00019
     1643.33359        -0.00028         0.00180         0.00205         0.00214        -0.00029         0.00050         0.00016
     1643.87973        -0.00028         0.00162         0.00168         0.00184        -0.00020         0.00061         0.00015
     1644.42586        -0.00024         0.00142         0.00130         0.00150        -0.00006         0.00074         0.00018
     1644.97200        -0.00015         0.00121         0.00091         0.00116         0.00012         0.00087         0.00023
     1645.51814        -0.00001         0.00099         0.00053         0.00080         0.00033         0.00101         0.00031
     1646.06428         0.00015         0.00077         0.00015         0.00046         0.00056         0.00115         0.00041
     1646.61042         0.00035         0.00056        -0.00020         0.00013         0.00081         0.00128         0.00053
     1647.15656         0.00058         0.00037        -0.00052        -0.00016         0.00107         0.00141         0.00066
     1647.70270         0.00082         0.00020        -0.00080        -0.00041         0.00133         0.00152         0.00081
     1648.24884         0.00106         0.00006        -0.00104        -0.00061         0.00157         0.00161         0.00096
     1648.79498         0.00130        -0.00005        -0.00122        -0.00076         0.00179         0.00169         0.00111
     1649.34112         0.00154        -0.00011        -0.00136        -0.00084         0.00199         0.00173         0.00125
     1649.88726         0.00175        -0.00014        -0.00143        -0.00086         0.00215         0.00176         0.00139
     1650.43340         0.00194        -0.00013        -0.00144        -0.00081         0.00227         0.00175         0.00151
     1650.97954         0.00209        -0.00008        -0.00139        -0.00070         0.00235         0.00172         0.00161
     1651.52568         0.00221         0.00002        -0.00128        -0.00053         0.00238         0.00167         0.00168
     1652.07182         0.00228         0.00014        -0.00112        -0.00030         0.00237         0.00159         0.00173
     1652.61796         0.00231         0.00030        -0.00090        -0.00003         0.00230         0.00149         0.00176
     1653.16410         0.00229         0.00048        -0.00064         0.00027         0.00219         0.00138         0.00176
     1653.71024         0.00223         0.00068        -0.00034         0.00060         0.00204         0.00125         0.00173
     1654.25637         0.00212         0.00090         0.00000         0.00095         0.00185         0.00111         0.00167
     1654.80251         0.00198         0.00111         0.00036         0.00130         0.00164         0.00097         0.00158
     1655.34865         0.00180         0.00132         0.00074         0.00164         0.00140         0.00084         0.00148
     1655.89479         0.00159         0.00152         0.00112         0.00195         0.00114         0.00070         0.00136
     1656.44093         0.00136         0.00171         0.00150         0.00224         0.00089         0.00058         0.00122
     1656.98707         0.00112         0.00186         0.00187         0.00248         0.00063         0.00048         0.00108
     1657.53321         0.00088         0.00199         0.00221         0.00267         0.00039         0.00039         0.00093
     1658.07935         0.00064         0.00208         0.00253         0.00280         0.00018         0.00032         0.00078
     1658.62549         0.00041         0.00213         0.00280         0.00287        -0.00001         0.00028         0.00064
     1659.17163         0.00021         0.00215         0.00304         0.00287        -0.00017         0.00026         0.00051
     1659.71777         0.00004         0.00212         0.00322         0.00281        -0.00028         0.00028         0.00039
     1660.26391        -0.00010         0.00205         0.00334         0.00269        -0.00035         0.00031         0.00030
     1660.81005        -0.00020         0.00195         0.00341         0.00251        -0.00037         0.00037         0.00022
     1661.35619        -0.00026         0.00181         0.00342         0.00227        -0.00034         0.00045         0.00018
     1661.90233        -0.00027         0.00165         0.00337         0.00199        -0.00027         0.00056         0.00016
     1662.44847        -0.00023         0.00146         0.00326         0.00168        -0.00015         0.00067         0.00017
     1662.99461        -0.00015         0.00126         0.00309         0.00135         0.00001         0.00080         0.00020
     1663.54075        -0.00003         0.00104         0.00287         0.00100         0.00020         0.00094         0.00026
     1664.08688         0.00013         0.00083         0.00261         0.00065         0.00042         0.00108         0.00035
     1664.63302         0.00032         0.00062         0.00231         0.00031         0.00066         0.00121         0.00045
     1665.17916         0.00054         0.00043         0.00197         0.00000         0.00092         0.00134         0.00057
     1665.72530         0.00077         0.00025         0.00161        -0.00028         0.00117         0.00145         0.00071
     1666.27144         0.00102         0.00011         0.00123        -0.00051         0.00142         0.00155         0.00085
     1666.81758         0.00126        -0.00001         0.00085        -0.00069         0.00165         0.00163         0.00100
     1667.36372         0.00149        -0.00009         0.00048        -0.00081         0.00186         0.00168         0.00114
     1667.90986         0.00171        -0.00013         0.00011        -0.00087         0.00204         0.00171         0.00127
     1668.45600         0.00191        -0.00013        -0.00023        -0.00087         0.00218         0.00172         0.00140
     1669.00214         0.00207        -0.00009        -0.00054        -0.00080         0.00228         0.00169         0.00150
     1669.54828         0.00220        -0.00001        -0.00082        -0.00067         0.00233         0.00165         0.00159
     1670.09442         0.00228         0.00010        -0.00105        -0.00048         0.00234         0.00158         0.00165
     1670.64056         0.00232         0.00025        -0.00123        -0.00024         0.00230         0.00149         0.00169
     1671.18670         0.00232         0.00042        -0.00135         0.00004         0.00221         0.00138         0.00170
     1671.73284         0.00227         0.00061        -0.00142         0.00036         0.00208         0.00126         0.00169
     1672.27898         0.00218         0.00082        -0.00143         0.00069         0.00191         0.00112         0.00165
     1672.82512         0.00204         0.00103        -0.00137         0.00104         0.00171         0.00099         0.00158
     1673.37126         0.00188         0.00124        -0.00126         0.00138         0.00148         0.00085         0.00149
     1673.91739         0.00168         0.00144        -0.00110         0.00171         0.00124         0.00072         0.00138
     1674.46353         0.00146         0.00163        -0.00088         0.00202         0.00098         0.00059         0.00126
     1675.00967         0.00123         0.00179        -0.00062         0.00228         0.00073         0.00048         0.00112
     1675.55581         0.00099         0.00193        -0.00032         0.00251         0.00048         0.00039         0.00098
     1676.10195         0.00075         0.00204         0.00002         0.00268         0.00026         0.00032         0.00084
     1676.64809         0.00053         0.00210         0.00037         0.00278         0.00005         0.00027         0.00070
     1677.19423         0.00032         0.00213         0.00074         0.00283        -0.00012         0.00025         0.00057
     1677.74037         0.00014         0.00212         0.00112         0.00281        -0.00025         0.00025         0.00045
     1678.28651        -0.00000         0.00207         0.00149         0.00273        -0.00034         0.00028         0.00035
     1678.83265        -0.00011         0.00199         0.00185         0.00259        -0.00038         0.00033         0.00026
     1679.37879        -0.00018         0.00186         0.00219         0.00239        -0.00038         0.00041         0.00021
     1679.92493        -0.00020         0.00171         0.00250         0.00214        -0.00032         0.00050         0.00017
     1680.47107        -0.00018         0.00154         0.00277         0.00185        -0.00023         0.00061         0.00017
     1681.01721        -0.00012         0.00135         0.00299         0.00153        -0.00009         0.00074         0.00019
     1681.56335        -0.00001         0.00114         0.00317         0.00119         0.00009         0.00087         0.00023
     1682.10949         0.00013         0.00094         0.00329         0.00085         0.00029         0.00101         0.00030
     1682.65563         0.00031         0.00073         0.00335         0.00050         0.00052         0.00114         0.00039
     1683.20177         0.00051         0.00054         0.00335         0.00018         0.00077         0.00127         0.00050
     1683.74790         0.00073         0.00037         0.00330        -0.00012         0.00102         0.00138         0.00062
     1684.29404         0.00097         0.00022         0.00319        -0.00038         0.00127         0.00149         0.00076
     1684.84018         0.00120         0.00009         0.00302        -0.00060         0.00151         0.00157         0.00090
     1685.38632         0.00143         0.00001         0.00280        -0.00076         0.00173         0.00163         0.00104
     1685.93246         0.00164        -0.00004         0.00254        -0.00086         0.00192         0.00167         0.00117
     1686.47860         0.00183        -0.00006         0.00224        -0.00089         0.00208         0.00168         0.00130
     1687.02474         0.00199        -0.00003         0.00190        -0.00087         0.00220         0.00167         0.00141
     1687.57088         0.00212         0.00004         0.00155        -0.00077         0.00228         0.00163         0.00150
     1688.11702         0.00221         0.00014         0.00118        -0.00062         0.00231         0.00157         0.00158
     1688.66316         0.00225         0.00027         0.00080        -0.00042         0.00229         0.00148         0.00163
     1689.20930         0.00225         0.00043         0.00043        -0.00016         0.00222         0.00138         0.00165
     1689.75544         0.00221         0.00061         0.00008         0.00013         0.00212         0.00127         0.00165
     1690.30158         0.00212         0.00081        -0.00026         0.00045         0.00197         0.00114         0.00163
     1690.84772         0.00199         0.00102        -0.00056         0.00079         0.00178         0.00100         0.00157
     1691.39386         0.00183         0.00122        -0.00083         0.00113         0.00157         0.00087         0.00150
     1691.94000         0.00164         0.00142        -0.00105         0.00147         0.00133         0.00073         0.00141
     1692.48614         0.00143         0.00161        -0.00123         0.00179         0.00108         0.00061         0.00129
     1693.03228         0.00120         0.00178        -0.00134         0.00208         0.00083         0.00050         0.00117
     1693.57841         0.00096         0.00192        -0.00141         0.00233         0.00058         0.00040         0.00103
     1694.12455         0.00072         0.00203        -0.00141         0.00254         0.00035         0.00032         0.00090
     1694.67069         0.00050         0.00210        -0.00135         0.00269         0.00013         0.00027         0.00076
     1695.21683         0.00029         0.00214        -0.00124         0.00277        -0.00005         0.00024         0.00063
     1695.76297         0.00011         0.00214        -0.00107         0.00280        -0.00020         0.00023         0.00051
     1696.30911        -0.00005         0.00210        -0.00086         0.00276        -0.00031         0.00025         0.00040
     1696.85525        -0.00016         0.00202        -0.00060         0.00266        -0.00038         0.00030         0.00031
     1697.40139        -0.00024         0.00190        -0.00030         0.00249        -0.00040         0.00037         0.00024
     1697.94753        -0.00027         0.00176         0.00003         0.00228        -0.00037         0.00046         0.00020
     1698.49367        -0.00026         0.00159         0.00039         0.00202        -0.00029         0.00056         0.00018
     1699.03981        -0.00020         0.00140         0.00075         0.00172        -0.00018         0.00068         0.00018
     1699.58595        -0.00010         0.00119         0.00113         0.00139        -0.00002         0.00081         0.00021
     1700.13209         0.00003         0.00098         0.00149         0.00105         0.00017         0.00094         0.00027
     1700.67823         0.00020         0.00077         0.00185         0.00070         0.00039         0.00108         0.00035
     1701.22437         0.00040         0.00057         0.00218         0.00037         0.00063         0.00121         0.00044
     1701.77051         0.00062         0.00039         0.00248         0.00005         0.00088         0.00133         0.00055
     1702.31665         0.00085         0.00023         0.00274        -0.00023         0.00113         0.00143         0.00068
     1702.86279         0.00108         0.00009         0.00296        -0.00048         0.00137         0.00152         0.00081
     1703.40892         0.00131        -0.00001         0.00313        -0.00067         0.00160         0.00159         0.00094
     1703.95506         0.00153        -0.00008         0.00324        -0.00081         0.00181         0.00163         0.00108
     1704.50120         0.00172        -0.00011         0.00330        -0.00089         0.00198         0.00165         0.00120
     1705.04734         0.00189        -0.00010         0.00330        -0.00090         0.00212         0.00165         0.00132
     1705.59348         0.00203        -0.00006         0.00324        -0.00085         0.00222         0.00162         0.00142
     1706.13962         0.00213         0.00003         0.00313        -0.00074         0.00227         0.00157         0.00150
     1706.68576         0.00218         0.00015         0.00296        -0.00057         0.00227         0.00149         0.00156
     1707.23190         0.00220         0.00029         0.00274        -0.00035         0.00223         0.00139         0.00160
     1707.77804         0.00216         0.00046         0.00248        -0.00008         0.00215         0.00128         0.00161
     1708.32418         0.00209         0.00065         0.00218         0.00022         0.00202         0.00116         0.00160
     1708.87032         0.00198         0.00085         0.00185         0.00055         0.00185         0.00102         0.00156
     1709.41646         0.00183         0.00106         0.00150         0.00089         0.00165         0.00089         0.00150
     1709.96260         0.00165         0.00126         0.00113         0.00123         0.00143         0.00076         0.00142
     1710.50874         0.00144         0.00145         0.00076         0.00156         0.00118         0.00063         0.00132
     1711.05488         0.00122         0.00162         0.00040         0.00187         0.00093         0.00051         0.00121
     1711.60102         0.00099         0.00177         0.00005         0.00215         0.00068         0.00041         0.00109
     1712.14716         0.00075         0.00189        -0.00028         0.00239         0.00044         0.00033         0.00095
     1712.69330         0.00053         0.00198        -0.00058         0.00257         0.00022         0.00027         0.00082
     1713.23943         0.00032         0.00203        -0.00084         0.00270         0.00002         0.00023         0.00069
     1713.78557         0.00013         0.00205        -0.00106         0.00276        -0.00015         0.00022         0.00057
     1714.33171        -0.00003         0.00202        -0.00122         0.00277        -0.00028         0.00023         0.00046
     1714.87785        -0.00015         0.00196        -0.00134         0.00270        -0.00037         0.00027         0.00036
     1715.42399        -0.00023         0.00186        -0.00139         0.00258        -0.00041         0.00033         0.00029
     1715.97013        -0.00027         0.00173        -0.00139         0.00240        -0.00040         0.00041         0.00023
     1716.51627        -0.00027         0.00158        -0.00133         0.00217        -0.00035         0.00051         0.00020
     1717.06241        -0.00022         0.00140        -0.00122         0.00189        -0.00025         0.00063         0.00019
     1717.60855        -0.00014         0.00120        -0.00105         0.00158        -0.00011         0.00075         0.00021
     1718.15469        -0.00001         0.00100        -0.00083         0.00125         0.00006         0.00089         0.00025
     1718.70083         0.00015         0.00080        -0.00057         0.00091         0.00027         0.00102         0.00031
     1719.24697         0.00034         0.00060        -0.00027         0.00057         0.00050         0.00115         0.00039
     1719.79311         0.00055         0.00041         0.00006         0.00024         0.00074         0.00127         0.00049
     1720.33925         0.00078         0.00025         0.00041        -0.00007         0.00099         0.00138         0.00061
     1720.88539         0.00101         0.00011         0.00077        -0.00034         0.00124         0.00148         0.00073
     1721.43153         0.00124        -0.00001         0.00114        -0.00057         0.00147         0.00155         0.00086
     1721.97767         0.00146        -0.00008         0.00150        -0.00074         0.00169         0.00161         0.00099
     1722.52381         0.00166        -0.00012         0.00185        -0.00086         0.00188         0.00163         0.00112
     1723.06994         0.00183        -0.00013         0.00217        -0.00091         0.00204         0.00164         0.00123
     1723.61608         0.00197        -0.00009         0.00247        -0.00091         0.00216         0.00161         0.00134
     1724.16222         0.00208        -0.00002         0.00273        -0.00083         0.00223         0.00157         0.00143
     1724.70836         0.00215         0.00009         0.00294        -0.00070         0.00226         0.00150         0.00150
     1725.25450         0.00217         0.00022         0.00310        -0.00051         0.00224         0.00141         0.00155
     1725.80064         0.00215         0.00038         0.00321        -0.00027         0.00218         0.00130         0.00157
     1726.34678         0.00209         0.00057         0.00327         0.00001         0.00207         0.00118         0.00157
     1726.89292         0.00198         0.00076         0.00326         0.00032         0.00192         0.00105         0.00155
     1727.43906         0.00184         0.00096         0.00320         0.00065         0.00173         0.00092         0.00151
     1727.98520         0.00167         0.00116         0.00308         0.00100         0.00152         0.00078         0.00144
     1728.53134         0.00147         0.00136         0.00291         0.00134         0.00129         0.00065         0.00135
     1729.07748         0.00126         0.00153         0.00269         0.00166         0.00104         0.00053         0.00125
     1729.62362         0.00103         0.00169         0.00243         0.00196         0.00079         0.00043         0.00113
     1730.16976         0.00080         0.00182         0.00213         0.00222         0.00055         0.00034         0.00101
     1730.71590         0.00057         0.00192         0.00181         0.00244         0.00031         0.00027         0.00088
     1731.26204         0.00036         0.00199         0.00146         0.00260         0.00010         0.00023         0.00076
     1731.80818         0.00017         0.00201         0.00109         0.00271        -0.00008         0.00021         0.00063
     1732.35432         0.00001         0.00200         0.00073         0.00275        -0.00023         0.00021         0.00052
     1732.90045        -0.00012         0.00195         0.00037         0.00273        -0.00034         0.00024         0.00042
     1733.44659        -0.00021         0.00187         0.00002         0.00265        -0.00040         0.00030         0.00034
     1733.99273        -0.00026         0.00176        -0.00030         0.00251        -0.00042         0.00037         0.00027
     1734.53887        -0.00027         0.00161        -0.00059         0.00231        -0.00039         0.00047         0.00023
     1735.08501        -0.00023         0.00144        -0.00085         0.00206        -0.00031         0.00058         0.00021
     1735.63115        -0.00015         0.00126        -0.00106         0.00177        -0.00020         0.00070         0.00021
     1736.17729        -0.00004         0.00106        -0.00122         0.00145        -0.00004         0.00083         0.00024
     1736.72343         0.00012         0.00086        -0.00133         0.00112         0.00015         0.00097         0.00029
     1737.26957         0.00030         0.00066        -0.00138         0.00078         0.00037         0.00110         0.00036
     1737.81571         0.00050         0.00047        -0.00137         0.00044         0.00061         0.00123         0.00045
     1738.36185         0.00072         0.00030        -0.00131         0.00012         0.00085         0.00134         0.00055
     1738.90799         0.00095         0.00015        -0.00119        -0.00018         0.00110         0.00144         0.00066
     1739.45413         0.00118         0.00003        -0.00102        -0.00043         0.00135         0.00152         0.00079
     1740.00027         0.00140        -0.00006        -0.00080        -0.00064         0.00157         0.00158         0.00091
     1740.54641         0.00160        -0.00011        -0.00054        -0.00080         0.00178         0.00162         0.00104
     1741.09255         0.00178        -0.00013        -0.00024        -0.00089         0.00195         0.00163         0.00115
     1741.63869         0.00193        -0.00010         0.00008        -0.00093         0.00209         0.00162         0.00126
     1742.18483         0.00204        -0.00005         0.00043        -0.00090         0.00219         0.00158         0.00136
     1742.73096         0.00212         0.00005         0.00079        -0.00080         0.00224         0.00151         0.00144
     1743.27710         0.00215         0.00017         0.00116        -0.00065         0.00224         0.00143         0.00149
     1743.82324         0.00214         0.00033         0.00152        -0.00044         0.00220         0.00133         0.00153
     1744.36938         0.00209         0.00050         0.00186        -0.00019         0.00211         0.00121         0.00154
     1744.91552         0.00200         0.00069         0.00218         0.00011         0.00199         0.00108         0.00154
     1745.46166         0.00186         0.00089         0.00247         0.00043         0.00182         0.00095         0.00150
     1746.00780         0.00170         0.00108         0.00272         0.00076         0.00162         0.00082         0.00145
     1746.55394         0.00151         0.00128         0.00293         0.00111         0.00140         0.00068         0.00138
     1747.10008         0.00130         0.00146         0.00309         0.00144         0.00116         0.00056         0.00128
     1747.64622         0.00108         0.00162         0.00319         0.00176         0.00091         0.00045         0.00118
     1748.19236         0.00085         0.00176         0.00324         0.00205         0.00066         0.00036         0.00106
     1748.73850         0.00063         0.00187         0.00323         0.00229         0.00042         0.00028         0.00094
     1749.28464         0.00041         0.00195         0.00317         0.00249         0.00019         0.00023         0.00082
     1749.83078         0.00022         0.00199         0.00305         0.00264        -0.00000         0.00020         0.00070
     1750.37692         0.00005         0.00199         0.00288         0.00272        -0.00017         0.00020         0.00058
     1750.92306        -0.00009         0.00196         0.00266         0.00274        -0.00030         0.00022         0.00048
     1751.46920        -0.00018         0.00189         0.00240         0.00270        -0.00038         0.00026         0.00039
     1752.01534        -0.00024         0.00178         0.00210         0.00260        -0.00042         0.00033         0.00032
     1752.56147        -0.00026         0.00165         0.00177         0.00243        -0.00042         0.00042         0.00026
     1753.10761        -0.00023         0.00149         0.00142         0.00221        -0.00037         0.00053         0.00023
     1753.65375        -0.00017         0.00131         0.00106         0.00195        -0.00027         0.00065         0.00022
     1754.19989        -0.00006         0.00112         0.00070         0.00165        -0.00013         0.00078         0.00024
     1754.74603         0.00009         0.00092         0.00034         0.00133         0.00005         0.00092         0.00028
     1755.29217         0.00026         0.00073         0.00000         0.00099         0.00025         0.00105         0.00033
     1755.83831         0.00046         0.00054        -0.00032         0.00065         0.00048         0.00118         0.00041
     1756.38445         0.00067         0.00036        -0.00060         0.00031         0.00072         0.00130         0.00050
     1756.93059         0.00090         0.00021        -0.00085        -0.00000         0.00097         0.00141         0.00061
     1757.47673         0.00112         0.00008        -0.00106        -0.00028         0.00122         0.00149         0.00072
     1758.02287         0.00134        -0.00002        -0.00121        -0.00052         0.00146         0.00156         0.00084
     1758.56901         0.00155        -0.00009        -0.00132        -0.00071         0.00167         0.00161         0.00096
     1759.11515         0.00173        -0.00012        -0.00136        -0.00085         0.00186         0.00163         0.00108
     1759.66129         0.00189        -0.00011        -0.00135        -0.00092         0.00202         0.00162         0.00119
     1760.20743         0.00201        -0.00006        -0.00129        -0.00093         0.00214         0.00159         0.00129
     1760.75357         0.00210         0.00002        -0.00117        -0.00088         0.00221         0.00153         0.00138
     1761.29971         0.00214         0.00013        -0.00099        -0.00076         0.00224         0.00146         0.00144
     1761.84585         0.00214         0.00028        -0.00077        -0.00059         0.00222         0.00136         0.00149
     1762.39198         0.00210         0.00044        -0.00051        -0.00036         0.00216         0.00125         0.00151
     1762.93812         0.00201         0.00062        -0.00021        -0.00010         0.00205         0.00112         0.00152
     1763.48426         0.00189         0.00082         0.00012         0.00021         0.00190         0.00099         0.00150
     1764.03040         0.00174         0.00101         0.00046         0.00054         0.00172         0.00085         0.00146
     1764.57654         0.00155         0.00121         0.00082         0.00088         0.00150         0.00072         0.00140
     1765.12268         0.00135         0.00139         0.00118         0.00122         0.00127         0.00059         0.00132
     1765.66882         0.00113         0.00156         0.00154         0.00155         0.00103         0.00048         0.00122
     1766.21496         0.00091         0.00171         0.00188         0.00186         0.00077         0.00038         0.00112
     1766.76110         0.00068         0.00183         0.00219         0.00213         0.00053         0.00029         0.00100
     1767.30724         0.00047         0.00192         0.00248         0.00237         0.00030         0.00023         0.00088
     1767.85338         0.00027         0.00197         0.00273         0.00255         0.00008         0.00020         0.00076
     1768.39952         0.00010         0.00198         0.00293         0.00267        -0.00010         0.00018         0.00065
     1768.94566        -0.00005         0.00196         0.00308         0.00273        -0.00025         0.00020         0.00054
     1769.49180        -0.00015         0.00191         0.00318         0.00273        -0.00035         0.00024         0.00045
     1770.03794        -0.00022         0.00182         0.00323         0.00267        -0.00042         0.00030         0.00037
     1770.58408        -0.00025         0.00169         0.00322         0.00254        -0.00043         0.00038         0.00031
     1771.13022        -0.00023         0.00154         0.00315         0.00236        -0.00040         0.00049         0.00027
     1771.67636        -0.00017         0.00137         0.00303         0.00212        -0.00033         0.00060         0.00025
     1772.22249        -0.00007         0.00119         0.00285         0.00185        -0.00021         0.00073         0.00025
     1772.76863         0.00006         0.00099         0.00263         0.00154        -0.00005         0.00087         0.00027
     1773.31477         0.00023         0.00080         0.00237         0.00120         0.00014         0.00100         0.00032
     1773.86091         0.00042         0.00061         0.00207         0.00086         0.00036         0.00114         0.00038
     1774.40705         0.00063         0.00043         0.00174         0.00052         0.00060         0.00126         0.00046
     1774.95319         0.00085         0.00027         0.00140         0.00019         0.00084         0.00137         0.00056
     1775.49933         0.00108         0.00013         0.00104        -0.00011         0.00110         0.00147         0.00067
     1776.04547         0.00130         0.00002         0.00068        -0.00038         0.00134         0.00154         0.00078
     1776.59161         0.00151        -0.00006         0.00032        -0.00060         0.00157         0.00160         0.00090
     1777.13775         0.00169        -0.00010        -0.00001        -0.00077         0.00177         0.00163         0.00102
     1777.68389         0.00186        -0.00010        -0.00033        -0.00089         0.00195         0.00163         0.00113
     1778.23003         0.00199        -0.00007        -0.00061        -0.00094         0.00209         0.00161         0.00123
     1778.77617         0.00208         0.00000        -0.00086        -0.00093         0.00218         0.00156         0.00132
     1779.32231         0.00213         0.00010        -0.00106        -0.00085         0.00223         0.00149         0.00139
     1779.86845         0.00214         0.00023        -0.00121        -0.00071         0.00224         0.00140         0.00145
     1780.41459         0.00211         0.00039        -0.00131        -0.00052         0.00220         0.00129         0.00148
     1780.96073         0.00203         0.00056        -0.00135        -0.00028         0.00211         0.00117         0.00150
     1781.50687         0.00192         0.00075        -0.00134         0.00000         0.00198         0.00104         0.00149
     1782.05300         0.00178         0.00095        -0.00127         0.00032         0.00181         0.00090         0.00146
     1782.59914         0.00160         0.00114        -0.00114         0.00065         0.00161         0.00076         0.00141
     1783.14528         0.00140         0.00133        -0.00096         0.00100         0.00139         0.00063         0.00135
     1783.69142         0.00119         0.00151        -0.00074         0.00134         0.00115         0.00051         0.00126
     1784.23756         0.00096         0.00166        -0.00048         0.00166         0.00090         0.00040         0.00116
     1784.78370         0.00074         0.00179        -0.00018         0.00196         0.00065         0.00031         0.00106
     1785.32984         0.00052         0.00189         0.00015         0.00222         0.00041         0.00024         0.00094
     1785.87598         0.00032         0.00195         0.00050         0.00244         0.00018         0.00020         0.00083
     1786.42212         0.00015         0.00198         0.00085         0.00260        -0.00002         0.00018         0.00071
     1786.96826        -0.00000         0.00197         0.00121         0.00270        -0.00018         0.00018         0.00061
     1787.51440        -0.00012         0.00193         0.00157         0.00274        -0.00031         0.00021         0.00051
     1788.06054        -0.00019         0.00185         0.00190         0.00272        -0.00040         0.00027         0.00043
     1788.60668        -0.00023         0.00174         0.00222         0.00263        -0.00044         0.00035         0.00036
     1789.15282        -0.00022         0.00160         0.00250         0.00248        -0.00043         0.00044         0.00031
     1789.69896        -0.00017         0.00144         0.00274         0.00228        -0.00038         0.00056         0.00028
     1790.24510        -0.00009         0.00126         0.00294         0.00203        -0.00028         0.00069         0.00027
     1790.79124         0.00004         0.00107         0.00309         0.00174        -0.00014         0.00082         0.00028
     1791.33738         0.00020         0.00087         0.00319         0.00142         0.00004         0.00096         0.00031
     1791.88351         0.00038         0.00068         0.00323         0.00108         0.00024         0.00109         0.00037
     1792.42965         0.00059         0.00050         0.00321         0.00074         0.00047         0.00122         0.00044
     1792.97579         0.00081         0.00033         0.00314         0.00040         0.00072         0.00134         0.00052
     1793.52193         0.00103         0.00019         0.00301         0.00008         0.00097         0.00145         0.00062
     1794.06807         0.00125         0.00007         0.00284        -0.00021         0.00122         0.00153         0.00073
     1794.61421         0.00147        -0.00002         0.00261        -0.00047         0.00146         0.00159         0.00084
     1795.16035         0.00166        -0.00007         0.00235        -0.00067         0.00168         0.00163         0.00096
     1795.70649         0.00183        -0.00009         0.00205        -0.00083         0.00187         0.00164         0.00107
     1796.25263         0.00196        -0.00007         0.00172        -0.00092         0.00203         0.00163         0.00117
     1796.79877         0.00206        -0.00001         0.00138        -0.00095         0.00215         0.00159         0.00126
     1797.34491         0.00212         0.00008         0.00102        -0.00091         0.00222         0.00153         0.00134
     1797.89105         0.00214         0.00020         0.00066        -0.00081         0.00225         0.00144         0.00141
     1798.43719         0.00212         0.00034         0.00031        -0.00066         0.00223         0.00134         0.00145
     1798.98333         0.00206         0.00051        -0.00003        -0.00044         0.00217         0.00122         0.00148
     1799.52947         0.00196         0.00070        -0.00034        -0.00018         0.00206         0.00109         0.00148
     1800.07561         0.00182         0.00089        -0.00062         0.00011         0.00191         0.00095         0.00146
     1800.62175         0.00165         0.00108        -0.00086         0.00044         0.00172         0.00081         0.00143
     1801.16789         0.00146         0.00127        -0.00105         0.00078         0.00151         0.00068         0.00137
     1801.71402         0.00125         0.00145        -0.00120         0.00112         0.00128         0.00055         0.00130
     1802.26016         0.00102         0.00161        -0.00130         0.00146         0.00103         0.00043         0.00121
     1802.80630         0.00080         0.00175        -0.00133         0.00178         0.00078         0.00034         0.00111
     1803.35244         0.00059         0.00186        -0.00132         0.00207         0.00053         0.00026         0.00100
     1803.89858         0.00038         0.00193        -0.00124         0.00231         0.00029         0.00020         0.00089
     1804.44472         0.00020         0.00198        -0.00111         0.00251         0.00008         0.00017         0.00078
     1804.99086         0.00004         0.00198        -0.00093         0.00265        -0.00010         0.00017         0.00067
     1805.53700        -0.00008         0.00195        -0.00071         0.00274        -0.00025         0.00019         0.00057
     1806.08314        -0.00016         0.00189        -0.00044         0.00275        -0.00036         0.00024         0.00049
     1806.62928        -0.00021         0.00179        -0.00014         0.00271        -0.00043         0.00031         0.00041
     1807.17542        -0.00021         0.00166         0.00019         0.00260        -0.00044         0.00040         0.00035
     1807.72156        -0.00017         0.00150         0.00053         0.00243        -0.00041         0.00052         0.00031
     1808.26770        -0.00009         0.00133         0.00089         0.00221        -0.00034         0.00064         0.00029
     1808.81384         0.00003         0.00115         0.00125         0.00194        -0.00022         0.00077         0.00030
     1809.35998         0.00018         0.00095         0.00160         0.00164        -0.00006         0.00091         0.00032
     1809.90612         0.00036         0.00076         0.00194         0.00131         0.00014         0.00105         0.00036
     1810.45226         0.00056         0.00057         0.00225         0.00097         0.00036         0.00119         0.00042
     1810.99840         0.00077         0.00040         0.00253         0.00062         0.00060         0.00131         0.00050
     1811.54453         0.00100         0.00025         0.00277         0.00029         0.00085         0.00142         0.00059
     1812.09067         0.00122         0.00012         0.00296        -0.00003         0.00110         0.00152         0.00069
     1812.63681         0.00143         0.00003         0.00311        -0.00031         0.00135         0.00159         0.00079
     1813.18295         0.00163        -0.00004         0.00320        -0.00055         0.00158         0.00164         0.00090
     1813.72909         0.00180        -0.00007         0.00324        -0.00074         0.00179         0.00166         0.00101
